"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"V3GQU3TK","journalArticle","2023","Hooper, Rick; Goyal, Nihit; Blok, Kornelis; Scholten, Lisa","A semi-automated approach to policy-relevant evidence synthesis: Combining natural language processing, causal mapping, and graph analytics for public policy","Research Square (Research Square)","","","10.21203/rs.3.rs-3285731/v1","https://doi.org/10.21203/rs.3.rs-3285731/v1","Abstract Although causal evidence synthesis is critical for the policy sciences – whether it be analysis for policy or analysis of policy – its repeatable, systematic, and transparent execution remains challenging due to the growing volume, variety, and velocity of policy-relevant evidence generation as well as the complex web of relationships within which policies are usually situated. To address these shortcomings, we developed a novel, semi-automated approach to synthesizing causal evidence from policy-relevant documents. Specifically, we propose the use of natural language processing (NLP) for the extraction of causal evidence and subsequent homogenization or normalization of the varied text, causal mapping for the collation, visualization, and summarization of complex interdependencies within the policy system, and graph analytics for further investigation of the structure and dynamics of the causal map. We illustrate this approach by applying it to a collection of 28 articles on the emissions trading scheme (ETS), a policy instrument of increasing importance for climate change mitigation. In all, we find 300 variables and 284 cause-effect pairs in our input dataset (consisting of 4524 sentences), which are reduced to 70 unique variables and 119 cause-effect pairs after normalization. We create a causal map depicting these and analyze it subsequently to obtain systemic perspective as well as policy-relevant insight on the ETS that is broadly consistent with select manually conducted, previous meta-reviews of the policy instrument. We conclude that, despite its present limitations, this approach can help synthesize causal evidence for policy analysis, policymaking, and policy research.","2023-08-23","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","Publisher: Research Square (United States)","","","","Policy Instruments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXJ9GN6J","journalArticle","2023","Bakker, Albert; Streefkerk, Nina; de Bakker, Anouk; van Gorp, Marloes; van Litsenburg, Raphaële; Grootenhuis, Martha; Irestorm, Elin","A systematic review of health-related quality of life in children and adolescents during treatment for cancer","EJC paediatric oncology","","2772-610X","10.1016/j.ejcped.2023.100134","https://doi.org/10.1016/j.ejcped.2023.100134","Health-related quality of life (HRQL) is a multidimensional concept which captures the individual’s perception of treatment burden. Evaluating HRQL during treatment for childhood cancer provides insight into the burden of the treatment from the child’s and/or parent’s perspective.In this review, we aimed to describe Patient-Reported Outcome Measures (PROMs) used to measure HRQL during treatment, describe how HRQL of paediatric oncology patients differs from the healthy norms, and describe biopsychosocial variables that are related to HRQL during treatment.We conducted a systematic review of HRQL of childhood cancer patients on treatment, according to PRISMA guidelines. We searched PubMed, EMBASE, PsycINFO and CINAHL, and after full-text review we included 85 papers (84 studies) with 7311 participants.These studies were conducted in 30 different countries and utilised 23 different PROMs. The most commonly used PROM was Pediatric Quality of Life generic core scales. While many different PROMs were used in the included studies, none of them covered all aspects of HRQL.We identified a lack of research regarding the effects of immuno- and CAR-T therapy and coping strategies of the child and/or the parents on HRQL, as well as a knowledge gap regarding HRQL in children below 2 years of age.All studies reported lower HRQL outcomes for patients in comparison to healthy children of siblings. Overall, children on treatment compared to off treatment reported lower HRQL. Described from a biopsychosocial perspective, we found inconsistent associations between other variables and HRQL outcomes. This can be explained by different studies classifying different groups differently.To be able to compare HRQL outcomes of childhood cancer patients internationally we recommend the use of a paediatric cancer PROM core set.","2023-12-01","2024-06-05 08:33:32","2024-06-05 08:33:32","","100134-100134","","","2","","","","","","","","","","en","","","","","","","Publisher: Elsevier BV","","","","Adolescent and Young Adult Oncology; Childhood Cancer; Childhood Cancer Survivor Study; Health-Related Quality of Life; Treatment Outcomes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D83Q6M8G","journalArticle","2023","Sommer, Claudia; Calvo, Margarita; Cerveró, Fernando; Loeser, John","Future perspectives: the next fifty years of the International Association for the Study of Pain","Pain","","0304-3959","10.1097/j.pain.0000000000003065","https://doi.org/10.1097/j.pain.0000000000003065","Abstract The International Association for the Study of Pain (IASP) has become the leading professional association dedicated to promoting pain research and management. Through its many activities, including research funding, educational programs, advocacy initiatives, and global collaborations, the Association has significantly contributed to the understanding and treatment of pain. Looking into the future, the IASP is determined to continue its mission of reducing the burden of pain on individuals and societies worldwide. Here, we explore how current and past activities of the IASP will shape the future of pain research, treatment, education, and advocacy as well as provide a valuable service to its members across the world.","2023-11-01","2024-06-05 08:33:32","2024-06-05 08:33:32","","S43-S46","","11S","164","","","","","","","","","","en","","","","","","","Publisher: Lippincott Williams & Wilkins","","","","Pain Assessment Tools; Pain Management; Pain Measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EES35Z65","journalArticle","2023","Guo, Fang; Luo, Yunhao; Yang, Linyi; Zhang, Yue","SciMine: An Efficient Systematic Prioritization Model Based on Richer Semantic Information","","","","10.1145/3539618.3591764","https://doi.org/10.1145/3539618.3591764","Systematic review is a crucial method that has been widely used. by scholars from different research domains. However, screening for relevant scientific literature from paper candidates remains an extremely time-consuming process so the task of screening prioritization has been established to reduce the human workload. Various methods under the human-in-the-loop fashion are proposed to solve this task by using lexical features. These methods, even though achieving better performance than more sophisticated feature-based models such as BERT, omit rich and essential semantic information, therefore suffered from feature bias. In this study, we propose a novel framework SciMine to accelerate this screening process by capturing semantic feature representations from both background and the corpus. In particular, based on contextual representation learned from the pre-trained language models, our approach utilizes an autoencoder-based classifier and a feature-dependent classification module to extract general document-level and phrase-level information. Then a ranking ensemble strategy is used to combine these two complementary pieces of information. Experiments on five real-world datasets demonstrate that SciMine achieves state-of-the-art performance and comprehensive analysis further shows the efficacy of SciMine to solve feature bias.","2023-07-18","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","","","","","Information Retrieval; Named Entity Recognition; Semantic Web; Text Mining; Topic Modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDUD3FBX","bookSection","2023","Faria, Allan; de Melo, Maísa; de Oliveira, Felipe; Weigang, Li; Celestino, Victor","Automated SLR with a Few Labeled Papers and a Fair Workload Metric","Lecture notes in business information processing","1865-1348","","","https://doi.org/10.1007/978-3-031-43088-6_1","","2023-01-01","2024-06-05 08:33:32","2024-06-05 08:33:32","","1-23","","","","","","","","","","","Springer Science+Business Media","","en","","","","","","","DOI: 10.1007/978-3-031-43088-6_1","","","","Machine Translation; Topic Modeling; Language Modeling; Neural Machine Translation; Statistical Machine Translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KHXNVW6","journalArticle","2023","Don-Wauchope, Andrew; Rodríguez-Capote, Karina; Assaad, Ramy; Bhargava, Seema; Zemlin, Annalise","A guide to conducting systematic reviews of clinical laboratory tests","Clinical chemistry and laboratory medicine","","1434-6621","10.1515/cclm-2023-0333","https://doi.org/10.1515/cclm-2023-0333","Abstract Clinical laboratory professionals have an instrumental role in supporting clinical decision making with the optimal use of laboratory testing for screening, risk stratification, diagnostic, prognostic, treatment selection and monitoring of different states of health and disease. Delivering evidence-based laboratory medicine relies on review of available data and literature. The information derived, supports many national policies to improve patient care through clinical practice guidelines or best practice recommendations. The quality, validity and bias of this literature is variable. Hence, there is a need to collate similar studies and data and analyse them critically. Systematic review, thus, becomes the most important source of evidence. A systematic review, unlike a scoping or narrative review, involves a thorough understanding of the procedure involved and a stepwise methodology. There are nuances that need some consideration for laboratory medicine systematic reviews. The purpose of this article is to describe the process of performing a systematic review in the field of laboratory medicine, describing the available methodologies, tools and software packages that can be used to facilitate this process.","2023-08-04","2024-06-05 08:33:32","2024-06-05 08:33:32","","218-233","","2","62","","","","","","","","","","en","","","","","","","Publisher: De Gruyter","","","","Clinical Decision Making; Clinical Reasoning; Medical Decision Making","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIV3MY8M","journalArticle","2023","de Bruin, Odette; Phijffer, Emily; Ahmadizar, Fariba; van der Maas, Nicoline; Wildenbeest, Joanne; Sturkenboom, Miriam; Bont, Louis; Bloemenkamp, Kitty","Are maternal vaccines effective and safe for mothers and infants? A systematic review and meta-analysis of randomised controlled trials","BMJ global health","","2059-7908","10.1136/bmjgh-2023-012376","https://doi.org/10.1136/bmjgh-2023-012376","Introduction Maternal vaccination is a promising strategy to reduce the burden of vaccine-preventable diseases for mothers and infants. We aimed to provide an up-to-date overview of the efficacy and safety of all available maternal vaccines. Methods We searched PubMed, Embase, CENTRAL and ClinicalTrials.gov on 1 February 2022, for phase III and IV randomised controlled trials (RCTs) that compared maternal vaccination against any pathogen with placebo or no vaccination. Primary outcomes were laboratory-confirmed or clinically confirmed disease in mothers and infants. Secondary safety outcomes included intrauterine growth restriction, stillbirth, maternal death, preterm birth, congenital malformations and infant death. Random effects meta-analysis were used to calculate pooled risk ratio’s (RR). Quality appraisal was performed using the Grading of Recommendations, Assessment, Development and Evaluation (GRADE). Results Six RCTs on four maternal vaccines, influenza, tetanus, diphtheria and pertussis (Tdap), pneumococcal and respiratory syncytial virus (RSV) were eligible. The overall risk of bias and certainty of evidence varied from low to high. Maternal influenza vaccination significantly reduced the number of laboratory-confirmed influenza cases (RR 0.58, 95% CI 0.42 to 0.79, event rate 57 vs 98, 2 RCTs, n=6003, I 2 =0%), and clinically confirmed influenza cases in mothers (RR 0.88, 95% CI 0.78 to 0.99, event rate 418 vs 472, 2 RCTs, n=6003, I 2 =0%), and laboratory-confirmed influenza in infants (RR 0.66, 95% CI 0.52 to 0.85, event rate 98 vs 148, 2 RCTs, n=5883, I 2 =0%), although this was not significant for clinically confirmed influenza in infants (RR 0.99, 95% CI 0.94 to 1.05, event rate 1371 vs 1378, 2 RCTs, n=5883, I 2 =0%). No efficacy data were available on maternal Tdap vaccination. Maternal pneumococcal vaccination did not reduce laboratory-confirmed and clinically confirmed middle ear disease (RR 0.49, 95% CI 0.24 to 1.02, event rate 9 vs 18, 1 RCT, n=133 and RR 0.88 95% CI 0.69 to 1.12, event rate 42 vs 47, 1 RCT, n=133, respectively), and clinically confirmed lower-respiratory tract infection (LRTI) (RR 1.08, 95% CI 0.82 to 1.43, event rate 18 vs 34, 1 RCT, n=70) in infants. Maternal RSV vaccination did not reduce laboratory-confirmed RSV LRTI in infants (RR 0.75, 95% CI 0.56 to 1.01, event rate 103 vs 71, 1 RCT, n=4527). There was no evidence of a significant effect of any of the maternal vaccines on the reported safety outcomes. Conclusions The few RCTs with low event rates suggest that, depending on the type of maternal vaccine, the vaccine might effectively prevent disease and within its size does not show safety concerns in mothers and infants. PROSPERO registration number CRD42021235115.","2023-10-01","2024-06-05 08:33:32","2024-06-05 08:33:32","","e012376-e012376","","10","8","","","","","","","","","","en","","","","","","","Publisher: BMJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6E2V9FQE","journalArticle","2023","Chen, Cheng; Douglas, Michael; Ragavan, Meera; Phillips, Kathryn; Jansen, Jeroen","Clinical validity and utility of circulating tumor DNA (ctDNA) testing in advanced non-small cell lung cancer (aNSCLC): a systematic literature review and meta-analysis","medRxiv (Cold Spring Harbor Laboratory)","","","10.1101/2023.10.27.23297657","https://doi.org/10.1101/2023.10.27.23297657","Circulating tumor DNA (ctDNA) testing has become a promising tool to guide first-line (1L) targeted treatment for advanced non-small cell lung cancer (aNSCLC). This study aims to estimate the clinical validity (CV) and clinical utility (CU) of ctDNA-based next-generation sequencing (NGS) for oncogenic driver mutations to inform 1L treatment decisions in aNSCLC through a systematic literature review and meta-analysis.A systematic literature search was conducted in PubMed/MEDLINE and Embase to identify randomized control trials or observational studies reporting CV/CU on ctDNA testing in patients with aNSCLC. Meta-analyses were performed using bivariate random-effects models to estimate pooled sensitivity and specificity. Progression-free/overall survival (PFS/OS) was summarized for CU studies.Eighteen studies were identified: 17 CV only, 2 CU only, and 1 both. Thirteen studies were included for the meta-analysis on multi-gene detection. The overall sensitivity and specificity for ctDNA detection of any mutation were 0.69 (95% CI, 0.63-0.74) and 0.99 (95% CI, 0.97-1.00) respectively. However, sensitivity varied greatly by driver gene, ranging from 0.29 (95% CI, 0.13-0.53) for ROS 1 to 0.77 (95% CI, 0.63-0.86) for KRAS . Two studies compared PFS with ctDNA versus tissue-based testing followed by 1L targeted therapy found no significant differences. One study reported OS curves on ctDNA-matched and tissue-matched therapies but no hazard ratios were provided.ctDNA testing demonstrated an overall acceptable diagnostic accuracy in aNSCLC patients, however, sensitivity varied greatly by driver mutation. Further research is needed, especially for uncommon driver mutations, to better understand the CU of ctDNA testing in guiding targeted treatments for aNSCLC.","2023-10-28","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","Publisher: Cold Spring Harbor Laboratory","","","","Cancer Genomics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANWXC923","journalArticle","2023","Chavan, Vishwanath; Yalagi, Pratibha","A Review of Machine Learning Tools and Techniques for Anomaly Detection","Smart innovation, systems and technologies","","2190-3018","10.1007/978-981-99-3982-4_34","https://doi.org/10.1007/978-981-99-3982-4_34","","2023-01-01","2024-06-05 08:33:32","2024-06-05 08:33:32","","395-406","","","","","","","","","","","","","en","","","","","","","Publisher: Springer Nature","","","","Outlier Detection; Anomaly Detection; Attack Detection; Botnet Detection; Intrusion Detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S74NUD9E","journalArticle","2023","Verma, Manoj; Yuvaraj, Mayank","AI-Based Literature Reviews: A Topic Modeling Approach","Journal of Information and Knowledge","","2583-9314","10.17821/srels/2023/v60i2/170967","https://doi.org/10.17821/srels/2023/v60i2/170967","The purpose of this paper is to highlight the importance of topic modelling in conducting literature reviews using the opensource LDAShiny package in the R environment, with green libraries literature as a case study. To conduct the analysis, a title and abstract dataset were prepared using the Scopus database and imported into the LDAShiny package for further analysis. It was found that the green libraries' literature ranged from 1989-2023, with a sharp increase in research topics since 2003. The study also identified key themes and documents associated with green libraries research, revealing that energy efficiency, waste reduction and recycling, and the use of sustainable materials have been extensively discussed in the literature. However, further research is needed on the implementation of these practices in libraries, as well as the impact of the COVID-19 pandemic on green libraries. The findings will be beneficial to researchers interested in using topic modelling for literature reviews.","2023-05-13","2024-06-05 08:33:32","2024-06-05 08:33:32","","97-104","","","","","","","","","","","","","en","","","","","","","Publisher: Sarada Ranganathan Endowment for Library Science (SRELS)","","","","Topic Modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3ZKE977","journalArticle","2023","Sharkiya, Samer","Type of article:Quality Communication Can Improve Patient-Centred Health Outcomes Among Older Patients: A Systematic Review","Research Square (Research Square)","","","10.21203/rs.3.rs-2789752/v1","https://doi.org/10.21203/rs.3.rs-2789752/v1","Abstract Background : Effective communication is a cornerstone of quality healthcare. Communication helps providers bond with patients, forming therapeutic relationships that benefit patient-centred outcomes. The information exchanged between the provider and patient can help in medical decision-making, such as better self-management. This systematic review investigated the effects of quality and effective communication on patient-centred outcomes among older patients. Methods : Google Scholar, PubMed, Scopus, CINAHL, and PsycINFO were searched using keywords like ""effective communication,"" ""elderly,"" and ""well-being."" Studies published between 2000 and 2023 describing or investigating communication strategies between older patients (65 years and above) and providers in various healthcare settings were considered for selection. The quality of selected studies was assessed using the GRADE Tool. Results : The search strategy yielded seven studies. Four studies were qualitative (one phenomenological study, one ethnography, and two grounded theory studies), one was a cross-sectional observational study, one was an experimental study, and the final was a quantitative study (unclear design). The studies investigated the effects of verbal and nonverbal communication strategies between patients and providers on various patient-centred outcomes, such as patient satisfaction, quality of care, quality of life, and physical and mental health. All the studies reported that various verbal and non-verbal communication strategies positively impacted all patient-centred outcomes. Conclusion : Although the selected studies supported the positive impact of effective communication with older adults on patient-centred outcomes, they had various methodological setbacks that need to be bridged in the future. Future studies should utilize experimental approaches, generalizable samples, and specific effect size estimates.","2023-05-05","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","Publisher: Research Square (United States)","","","","Communication Strategies; Patient Experience; Patient Participation; Patient Satisfaction; Physician Communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBYUAQP9","journalArticle","2022","Rizqyawan, Muhammad; Nuryatno, Edi; Fakhrurroja, Hanif; Munandar, Aris; Wibowo, Jony; Kusumandari, Dwi; Simbolon, Artha; Setiawan, Dika; Amri, M.; Nadiya, Ulfah; Salim, Taufik","Exploration of ECG-Based Real-Time Arrhythmia Detection: A Systematic Literature Review","","","","10.1109/icadeis56544.2022.10037399","https://doi.org/10.1109/icadeis56544.2022.10037399","","2022-11-23","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","","","","","Arrhythmia Detection; Arrhythmias; Cardiac Electrophysiology; Cardiac Health Diagnosis; Heartbeat Classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQWT2X5X","journalArticle","2021","Revina, Aleksandra; Aksu, Ünal; Meister, Vera","Method to Address Complexity in Organizations Based on a Comprehensive Overview","Information","","2078-2489","10.3390/info12100423","https://doi.org/10.3390/info12100423","Digitalization increasingly enforces organizations to accommodate changes and gain resilience. Emerging technologies, changing organizational structures and dynamic work environments bring opportunities and pose new challenges to organizations. Such developments, together with the growing volume and variety of the exchanged data, mainly yield complexity. This complexity often represents a solid barrier to efficiency and impedes understanding, controlling, and improving processes in organizations. Hence, organizations are prevailingly seeking to identify and avoid unnecessary complexity, which is an odd mixture of different factors. Similarly, in research, much effort has been put into measuring, reviewing, and studying complexity. However, these efforts are highly fragmented and lack a joint perspective. Further, this negatively affects the complexity research acceptance by practitioners. In this study, we extend the body of knowledge on complexity research and practice addressing its high fragmentation. In particular, a comprehensive literature analysis of complexity research is conducted to capture different types of complexity in organizations. The results are comparatively analyzed, and a morphological box containing three aspects and ten features is developed. In addition, an established multi-dimensional complexity framework is employed to synthesize the results. Using the findings from these analyses and adopting the Goal Question Metric, we propose a method for complexity management. This method serves to provide key insights and decision support in the form of extensive guidelines for addressing complexity. Thus, our findings can assist organizations in their complexity management initiatives.","2021-10-16","2022-02-15 16:03:56","2025-03-13 15:01:44","","423-423","","10","12","","","","","","","","","","en","","","","","","","Publisher: Multidisciplinary Digital Publishing Institute","","","","Complex Systems; Organizational Learning; Organizational Resilience; Problem Structuring Methods; Supply Network Complexity; peer_reviewed_article; other","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YF5VZVYB","journalArticle","2023","Orel, Erol; Ciglenečki, Iza; Thiabaud, Amaury; Temerev, Alexander; Calmy, Alexandra; Keiser, Olivia; Merzouki, Aziza","LiteRev, an Automation Tool to Support Literature Reviews: A Case Study on Acute and Early HIV Infection in Sub-Saharan Africa","medRxiv (Cold Spring Harbor Laboratory)","","","10.1101/2023.02.20.23286179","https://doi.org/10.1101/2023.02.20.23286179","Abstract Background Literature Reviews (LRs) identify, evaluate, and synthesise relevant papers to a particular research question to advance understanding and support decision making. However, LRs, especially traditional systematic reviews are slow, resource intensive, and are outdated quickly. Objective Using recent Natural Language Processing (NLP) and Unsupervised Machine Learning (UML) methods, this paper presents a tool named LiteRev that supports researchers in conducting LRs. Methods Based on the user’s query, LiteRev can perform an automated search on different open-access databases and retrieve relevant metadata on the resulting papers. Papers (abstracts or full texts) are text processed and represented as a Term Frequency-Inverse Document Frequency (TF-IDF) matrix. Using dimensionality reduction (PaCMAP) and clustering (HDBSCAN) techniques, the corpus is divided into different topics described by a list of keywords. The user can select one or several topics of interest, enter additional keywords to refine their search, or provide key papers to the research question. Based on these inputs, LiteRev performs an iterative nearest neighbours search, and suggests a list of potentially interesting papers. The user can tag the relevant ones and trigger a new search until no additional paper is suggested for screening. To assess the performance of LiteRev, we ran it in parallel to a manual LR on the burden and care for acute and early HIV infection in sub-Saharan Africa. We assessed the performance of LiteRev using True and False Predictive Values, recall and Work Saved over Sampling. Results We extracted, text processed and represented into a TF-IDF matrix 631 unique papers from PubMed. The topic modelling module identified 5 main topics and 16 topics (ranging from 13 to 98 papers) and extracted the 10 most important keywords for each. Then, based on 18 key papers, we were able to identify 2 topics of interest with 7 key papers in each of them. Finally, we ran the k-nearest neighbours module and LiteRev suggested first a list of 110 papers for screening, among which 45 papers were confirmed as relevant. From these 45 papers, LiteRev suggested 26 additional papers, out of which 8 were confirmed as relevant. At the end of the iterative process (4 iterations), 193 papers out of 613 papers in total (31.5% of the whole corpus) were suggested by LiteRev. After title/abstract screening, LiteRev identified 64 out of the 87 relevant papers (i.e., recall of 73.6%). After full text screening, LiteRev identified 42 out of the 48 relevant papers (i.e., recall of 87.5%, and Work Saved over Sampling of 56.0%). Conclusions We presented LiteRev, an automation tool that uses NLP and UML methods to streamline and accelerate LRs and to support researchers in getting quick and in-depth overviews on any topic of interest.","2023-02-21","2024-06-05 08:33:32","2024-06-05 08:33:32","","","","","","","","","","","","","","","en","","","","","","","Publisher: Cold Spring Harbor Laboratory","","","","Information Retrieval; Text Mining; Computational Text Analysis; Content Analysis; Natural Language Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9U9R99RM","journalArticle","2022","Marsili, Francesco; Pellegrini, Marta","The relation between nominations and traditional measures in the gifted identification process: A meta-analysis","School psychology international","","0143-0343","10.1177/01430343221105398","https://doi.org/10.1177/01430343221105398","","2022-06-10","2024-06-05 08:33:32","2024-06-05 08:33:32","","321-338","","4","43","","","","","","","","","","en","","","","","","","Publisher: SAGE Publishing","","","","Peer Effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55H3TFNF","journalArticle","2023","Loggen, Joeri; Moneva, Asier; Leukfeldt, Rutger","Pathways into, desistance from, and risk factors related to cyber-dependent crime: A systematic narrative review","","","","10.31219/osf.io/kpfrb","https://doi.org/10.31219/osf.io/kpfrb","Understanding cybercrime involvement is critical to tackle the growing global threat it represents. However, research is heterogeneous and scattered across different disciplines. Following the PRISMA-ScR guidelines, this systematic narrative review synthesizes 86 documents on pathways into, desistance from, and risk factors related to cyber-dependent crime (hacking, malware, and DDoS attacks), and identifies research gaps. Analyses indicate that individuals interested in technology and online videogames meet peers involved in hacking activities, learn from them, and begin to engage in cybercrime. Desistance is influenced by a cost-benefit analysis and maturing. We also identified 27 risk factors for cyber-offending, including being young, male, having low self-control and deviant peers, and frequently using the Internet. Lastly, we outline multiple research gaps.","2023-05-22","2024-06-05 08:33:24","2024-06-05 08:33:24","","","","","","","","","","","","","","","en","","","","","","","","","","","Cyberstalking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBQPVLBP","journalArticle","2023","Folkvord, Frans; Roca‐Umbert, Ana; van Houten, Karlijn; Liefveld, Aad; Carlson, James; Bol, Nadine; Krahmer, Emiel; Beets, Gwenn; Ollerton, Rachel; Turk, Eva; Hrubos-Strom, Harald; Nahoui, Hamza; Einvik, Gunnar; Schirmer, Henrik; Moen, Anne; Barrio‐Cortes, Jaime; Merino‐Barbancho, Beatriz; Arroyo, Peña; Fico, Giuseppe; Midao, Luis; Sampaio, Rute; Raposo, Joa; Geipel, Katja; Scheckenbach, Kathrin; de Ruiter, Laura; Lupiáñez-Villanueva, Francisco","A systematic review on experimental studies about patient adherence to treatment","Authorea (Authorea)","","","10.22541/au.168166447.70051833/v1","https://doi.org/10.22541/au.168166447.70051833/v1","Better understanding patients’ adherence to treatment is a prerequisite to maximize the benefit of healthcare care provision for patients, reduce treatment costs, and is a key factor in a variety of subsequent health outcomes. We aim to understand the state of the art of scientific evidence about which factors influence patients’ adherence to treatment. A systematic literature review was conducted using PRISMA guidelines in five separate electronic databases of scientific publications: PubMed, PsycINFO (ProQuest), Cochrane library (Ovid), Google Scholar, and Web of Science. The search focused on literature reporting the significance of factors in adherence to treatment between 2011-2021, including only experimental studies (e.g., randomized controlled trials [RCT], clinical trials, etc.). We included 47 experimental studies. The results of the systematic review (SR) are grouped according to predetermined categories of the World Health Organization (WHO): Socioeconomic, Treatment, Condition, Personal, and Healthcare-related factors. This review gives an actual overview of evidence-based studies on adherence and analysed the significance of factors defined by the WHO classification. By showing the strength of certain factors in several independent studies and concomitantly uncovering gaps in research, these insights could serve as a basis for the design of future adherence studies and models.","2023-04-16","2024-06-05 08:33:24","2024-06-05 08:33:24","","","","","","","","","","","","","","","en","","","","","","","","","","","Adherence to Medication; Medication Adherence; Medication Persistence; Patient Compliance; Treatment Adherence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQMWYS9L","journalArticle","2023","Dhippayom, Teerapon; Rattanachaisit, Natnicha; Wateemongkollert, Apinya; Napim, Rawiwan; Chaiyakunapruk, Nathorn","Should CINAHL be used as one of the main databases for evidence synthesis of health services intervention?","Cochrane evidence synthesis and methods","","2832-9023","10.1002/cesm.12019","https://doi.org/10.1002/cesm.12019","Abstract Introduction CINAHL is not listed as one of the minimum databases for systematic review (SR) of interventions in the Methodological Expectations of the Cochrane Intervention Review. Objective To determine additional studies uniquely identified from the CINAHL search in SR of health services interventions (HSI). Methods We searched PubMed from inception to October 1, 2022 to identify SRs of HSI that determined clinical or humanistic outcomes of HSI and used CINAHL. Out of 5655 Systematic reviews identified, we randomly selected 374 SRs and extracted all primary studies included. We then explored the bibliographic databases in which the journals of those studies were indexed. The outcome of interest was the number of studies uniquely available in CINHAL. We also performed a subgroup analysis based on the type of HSI. We performed descriptive statistics to report the study outcomes using Excel (Microsoft 365). Results A total of 7550 primary studies were identified from the 374 Systematic reviews that met the inclusion criteria. Of these studies, 7380 were journal publications that have been indexed in MEDLINE/PubMed (75.1%), Scopus (74.5%), Sciences Citation Index, SCI (54.7%), Embase (48.1%), and CINAHL (34.9%). Only 83 out of 7380 (1.1%) studies were published in journals that were uniquely indexed in CINAHL. The percentage of studies that were only available in other databases was 9.7% (Scopus), 4.3% (MEDLINE/PubMed), 1.6% (SCI), and 0.3% (Embase). The number of studies that were unique to CINAHL in specific types of HSI were: 24/1570 (1.5%) for community health services, 20/1520 (1.3%) for preventive health services, 45/3624 (1.2%) for patient care, 8/1173 (0.7%) for mental health services, and 18/2804 (0.6%) for rehabilitation. Conclusion The gain of CINAHL to identify unique primary studies for SR of HSI appears minimal. The impact of missing studies uniquely available in CINAHL on SR summary or magnitude of effect estimates from meta‐analysis requires further investigation.","2023-07-01","2024-06-05 08:33:24","2024-06-05 08:33:24","","","","5","1","","","","","","","","","","en","","","","","","","Publisher: John Wiley & Sons Ltd","","","","Information Seeking Behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
